id,festival_id,home_school_id,away_school_id,sport,match_date,venue,status,home_score,away_score,created_at,updated_at,season,year
00cf8da8-04df-4560-b913-12ee8a6bcc85,,1ec5e7bc-8d20-4f56-808d-6eef53ad2452,6b0f35fe-c4b2-43fd-bbfc-0a71f6c5b52a,Rugby,2026-03-27 15:00:00+00,NMI Toyota Noord-Suid,holding,,,2025-10-03 18:49:37.154727+00,2025-10-03 18:49:37.154727+00,2026,2026
01f8cdb2-7800-464b-8840-2f82de1589e4,,d96bf1a9-7889-4842-b536-7bc038fcc6f5,8588d541-2543-47a5-b78d-d80b9a6dcd5e,Rugby,2026-08-15 15:00:00+00,Away,holding,,,2025-10-03 18:58:35.757122+00,2025-10-03 18:58:35.757122+00,2026,2026
0234e7d6-cddf-44a7-942c-b309eeb1448f,,9fec13be-079f-463b-b91d-ce2426dd2123,d97bb430-fb82-4b85-8b0d-59d0f65dfc40,Rugby,2026-06-20 15:00:00+00,Away,holding,,,2025-10-03 19:34:09.104019+00,2025-10-03 19:34:09.104019+00,2026,2026
029befce-fa74-4eb1-8e1c-9755d9a870c2,,674ccfbe-9063-40d3-a6e7-884be0ab561d,8588d541-2543-47a5-b78d-d80b9a6dcd5e,Rugby,2026-08-01 15:00:00+00,Away,holding,,,2025-10-03 19:00:24.690455+00,2025-10-03 19:00:24.690455+00,2026,2026
02b9637e-762f-4f79-9456-a9eebfe4c154,,d9adb2b2-3d7f-4b83-bbad-fa90a5bb301d,c7338f67-0966-4861-91f7-ca2f02554e89,Rugby,2026-07-25 15:00:00+00,Away,holding,,,2025-10-03 19:30:42.602672+00,2025-10-03 19:30:42.602672+00,2026,2026
03b13dc7-1f13-4b05-89b2-95cd6a05fd65,,760cbea9-8a2c-4010-adcf-9623904a344b,a3a8c3e3-a5c7-4618-99cb-fb4892d23b5d,Rugby,2026-03-21 15:00:00+00,Away,holding,,,2025-10-03 19:14:09.603699+00,2025-10-03 19:14:09.603699+00,2026,2026
044d6a00-be19-43db-838e-719009acbb19,,82587d53-e2fd-460a-8ee7-829390487ebe,d96bf1a9-7889-4842-b536-7bc038fcc6f5,Rugby,2026-05-09 15:00:00+00,Home,holding,,,2025-10-03 19:05:35.073337+00,2025-10-03 19:05:35.073337+00,2026,2026
0540fbc9-83e3-4be4-a4bc-0f7dce7b2e87,,7602ee11-298f-4a70-9fab-30eaf43e5e5f,4cb7fa9b-795e-4bf7-b3c6-b3c7b10c6870,Rugby,2026-05-16 15:00:00+00,Home,holding,,,2025-10-03 19:27:39.40185+00,2025-10-03 19:27:39.40185+00,2026,2026
061e9e1f-8067-4af8-9574-a977e128091c,,674ccfbe-9063-40d3-a6e7-884be0ab561d,b3ccf57f-30f5-4f10-83d5-a8ae66dd98bd,Rugby,2026-08-15 15:00:00+00,Away,holding,,,2025-10-03 19:00:24.769228+00,2025-10-03 19:00:24.769228+00,2026,2026
0696dbcb-bee1-4c1c-af05-1dc67fc32a4f,,54344aa7-eddb-40f9-a37d-104fa6be357f,b31eedf8-327b-4973-9726-a67cf3f0c8a6,Rugby,2026-05-16 15:00:00+00,Away,holding,,,2025-10-03 19:15:48.634768+00,2025-10-03 19:15:48.634768+00,2026,2026
